Station Name,Measurement Timestamp,Air Temperature,Humidity,Barometric Pressure,Measurement ID,Reason for Failure
63rd Street Weather Station,07/31/2019 11:00:00 PM,21.2,,999.8,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,07/31/2019 11:00:00 PM,20.56,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,07/31/2019 11:00:00 PM,21.7,,1000.6,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 12:00:00 AM,21.0,,999.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 12:00:00 AM,20.06,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 12:00:00 AM,21.3,,1000.4,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 01:00:00 AM,21.0,,999.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 01:00:00 AM,20.0,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 01:00:00 AM,21.0,,1000.5,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 02:00:00 AM,20.8,,999.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 02:00:00 AM,19.78,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 02:00:00 AM,21.1,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 03:00:00 AM,20.9,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 03:00:00 AM,19.89,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 03:00:00 AM,21.2,,1000.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 12:00:00 AM,22.28,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/17/2015 01:00:00 AM,22.0,,996.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/17/2015 02:00:00 AM,21.39,,996.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/17/2015 03:00:00 AM,20.78,,995.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/17/2015 04:00:00 AM,20.17,,995.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/17/2015 05:00:00 AM,19.89,,995.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/17/2015 06:00:00 AM,20.06,,995.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/17/2015 07:00:00 AM,20.56,,994.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/17/2015 08:00:00 AM,21.28,,994.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/17/2015 09:00:00 AM,22.56,,994.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/17/2015 10:00:00 AM,24.0,,994.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/17/2015 11:00:00 AM,25.67,,993.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/17/2015 12:00:00 PM,26.56,,993.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/17/2015 01:00:00 PM,27.67,,992.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/17/2015 02:00:00 PM,28.67,,991.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/17/2015 03:00:00 PM,29.0,,990.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/17/2015 04:00:00 PM,29.0,,990.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/17/2015 05:00:00 PM,24.89,,991.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/17/2015 06:00:00 PM,21.06,,989.8,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/17/2015 07:00:00 PM,24.17,,988.8,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/17/2015 08:00:00 PM,26.28,,989.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/17/2015 09:00:00 PM,26.17,,988.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 01:00:00 AM,24.56,,987.8,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 02:00:00 AM,18.67,,988.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 03:00:00 AM,18.67,,987.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 04:00:00 AM,19.28,,987.8,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 05:00:00 AM,19.17,,987.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 06:00:00 AM,20.28,,987.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 07:00:00 AM,19.56,,987.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 08:00:00 AM,20.0,,988.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 10:00:00 AM,22.78,,987.8,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 11:00:00 AM,24.0,,987.8,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 12:00:00 PM,23.78,,988.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 01:00:00 PM,24.06,,987.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 02:00:00 PM,21.0,,988.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 03:00:00 PM,19.5,,987.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 04:00:00 PM,19.56,,986.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 05:00:00 PM,20.06,,986.8,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2018 07:00:00 AM,7.9,,1005.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 07:00:00 AM,7.17,,1004.7,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2018 08:00:00 AM,8.9,,1005.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 08:00:00 AM,8.28,,1004.7,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2018 09:00:00 AM,12.4,,1005.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 09:00:00 AM,11.28,,1005.4,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2018 10:00:00 AM,13.3,,1006.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 10:00:00 AM,12.78,,1005.4,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2018 11:00:00 AM,13.8,,1005.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 11:00:00 AM,13.5,,1004.7,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2018 12:00:00 PM,14.3,,1005.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 12:00:00 PM,13.67,,1004.7,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2018 01:00:00 PM,14.1,,1005.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 01:00:00 PM,13.89,,1004.7,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2018 02:00:00 PM,14.1,,1004.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 02:00:00 PM,13.17,,1004.1,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2018 03:00:00 PM,14.1,,1004.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 03:00:00 PM,13.17,,1003.4,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2018 04:00:00 PM,14.1,,1004.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 04:00:00 PM,13.39,,1003.4,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2018 05:00:00 PM,14.2,,1003.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 05:00:00 PM,13.5,,1002.7,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2018 06:00:00 PM,14.4,,1003.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 06:00:00 PM,13.67,,1003.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2018 07:00:00 PM,14.6,,1002.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 07:00:00 PM,13.89,,1002.4,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,07/31/2019 06:00:00 PM,20.8,,999.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,07/31/2019 06:00:00 PM,20.28,,998.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,07/31/2019 06:00:00 PM,20.8,,1000.2,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,07/31/2019 10:00:00 PM,21.6,,999.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,07/31/2019 10:00:00 PM,20.5,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,07/31/2019 10:00:00 PM,22.0,,1000.6,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 04:00:00 AM,21.2,,999.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 04:00:00 AM,20.0,,998.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 04:00:00 AM,21.2,,1000.2,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2018 08:00:00 PM,14.7,,1003.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 06:00:00 PM,19.78,,986.8,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 07:00:00 PM,19.78,,986.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 08:00:00 PM,20.17,,986.8,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 09:00:00 PM,19.56,,986.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 10:00:00 PM,19.28,,985.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/18/2015 11:00:00 PM,20.39,,984.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/19/2015 01:00:00 AM,19.0,,982.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/19/2015 02:00:00 AM,19.89,,982.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/19/2015 03:00:00 AM,19.89,,982.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/19/2015 04:00:00 AM,17.56,,984.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/19/2015 05:00:00 AM,17.17,,985.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/19/2015 06:00:00 AM,14.56,,986.8,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/19/2015 07:00:00 AM,14.67,,988.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/19/2015 08:00:00 AM,14.67,,989.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/19/2015 09:00:00 AM,15.0,,990.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/19/2015 10:00:00 AM,16.06,,991.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/19/2015 11:00:00 AM,15.78,,992.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/19/2015 12:00:00 PM,17.28,,993.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/19/2015 01:00:00 PM,16.28,,993.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/19/2015 02:00:00 PM,16.78,,993.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/19/2015 03:00:00 PM,17.17,,994.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/19/2015 04:00:00 PM,17.39,,994.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/19/2015 05:00:00 PM,17.67,,994.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/19/2015 06:00:00 PM,17.06,,994.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/19/2015 10:00:00 PM,16.89,,997.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/19/2015 11:00:00 PM,16.67,,997.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/19/2015 12:00:00 AM,20.0,,983.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 02:00:00 AM,15.0,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 03:00:00 AM,15.0,,997.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 04:00:00 AM,14.06,,998.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 05:00:00 AM,13.17,,998.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 06:00:00 AM,13.17,,999.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 07:00:00 AM,13.5,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 08:00:00 AM,14.56,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 09:00:00 AM,16.5,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 10:00:00 AM,17.78,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 11:00:00 AM,18.0,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 12:00:00 PM,18.17,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 08:00:00 PM,14.0,,1002.4,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 05:00:00 AM,21.2,,999.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 05:00:00 AM,20.06,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 05:00:00 AM,21.1,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 06:00:00 AM,20.9,,1000.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 06:00:00 AM,17.17,,999.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 06:00:00 AM,21.3,,1000.9,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 07:00:00 AM,21.5,,1000.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 07:00:00 AM,19.0,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 07:00:00 AM,22.7,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 08:00:00 AM,21.6,,1000.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 08:00:00 AM,19.89,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 08:00:00 AM,22.7,,1001.3,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 09:00:00 AM,21.8,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 09:00:00 AM,20.5,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 09:00:00 AM,22.9,,1002.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 10:00:00 AM,21.8,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 10:00:00 AM,20.78,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 10:00:00 AM,22.7,,1001.9,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 11:00:00 AM,21.9,,1000.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 11:00:00 AM,22.0,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 11:00:00 AM,22.7,,1001.9,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 12:00:00 PM,21.8,,1000.8,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 12:00:00 PM,21.56,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 12:00:00 PM,22.9,,1001.9,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 01:00:00 PM,22.0,,1000.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 01:00:00 PM,22.0,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 01:00:00 PM,22.8,,1001.9,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 02:00:00 PM,22.2,,1000.8,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 02:00:00 PM,21.78,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 02:00:00 PM,22.8,,1001.7,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 03:00:00 PM,22.4,,1000.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 03:00:00 PM,22.06,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 03:00:00 PM,23.0,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 04:00:00 PM,22.4,,999.7,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2018 09:00:00 PM,14.2,,1002.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 01:00:00 PM,18.56,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 02:00:00 PM,19.56,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 03:00:00 PM,18.78,,998.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 04:00:00 PM,18.56,,998.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 05:00:00 PM,18.5,,997.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 06:00:00 PM,18.5,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 07:00:00 PM,16.67,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 08:00:00 PM,16.56,,998.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 09:00:00 PM,16.78,,998.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 10:00:00 PM,17.17,,998.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 11:00:00 PM,17.28,,998.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/20/2015 12:00:00 AM,16.0,,997.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 01:00:00 AM,17.17,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 02:00:00 AM,17.56,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 03:00:00 AM,16.5,,997.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 04:00:00 AM,16.28,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 05:00:00 AM,15.78,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 06:00:00 AM,15.56,,998.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 07:00:00 AM,15.39,,998.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 08:00:00 AM,16.06,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 09:00:00 AM,17.0,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 10:00:00 AM,16.89,,999.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 11:00:00 AM,17.39,,999.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 12:00:00 PM,18.06,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 01:00:00 PM,18.28,,998.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 02:00:00 PM,18.39,,997.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 03:00:00 PM,19.06,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 04:00:00 PM,19.39,,997.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 05:00:00 PM,18.67,,996.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 06:00:00 PM,18.67,,996.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 07:00:00 PM,17.17,,996.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 08:00:00 PM,16.78,,997.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 09:00:00 PM,16.78,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 10:00:00 PM,17.0,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 11:00:00 PM,16.78,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/21/2015 12:00:00 AM,17.17,,998.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/22/2015 01:00:00 AM,17.17,,997.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/22/2015 02:00:00 AM,17.0,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 09:00:00 PM,13.5,,1001.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 04:00:00 PM,22.5,,999.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 04:00:00 PM,23.4,,1000.8,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,05/31/2020 07:00:00 AM,12.6,,1006.2,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,05/31/2020 07:00:00 AM,12.2,,1007.3,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,05/31/2020 01:00:00 PM,12.6,,1006.2,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,05/31/2020 01:00:00 PM,12.6,,1007.1,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,05/31/2020 03:00:00 PM,12.6,,1005.2,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,05/31/2020 03:00:00 PM,12.8,,1006.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,05/31/2020 10:00:00 PM,15.6,,1003.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,05/31/2020 10:00:00 PM,16.0,,1003.9,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/01/2020 01:00:00 AM,15.5,,1002.9,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/01/2020 01:00:00 AM,16.3,,1003.4,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/01/2020 05:00:00 AM,13.8,,1002.7,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/01/2020 05:00:00 AM,17.3,,1003.3,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/01/2020 06:00:00 AM,14.6,,1002.7,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/01/2020 06:00:00 AM,17.3,,1003.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,10/13/2020 09:00:00 PM,16.9,,993.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/13/2020 09:00:00 PM,16.0,,992.9,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,10/13/2020 09:00:00 PM,17.2,,994.5,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,10/14/2020 03:00:00 AM,12.7,,994.8,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/14/2020 03:00:00 AM,11.06,,993.9,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,10/14/2020 03:00:00 AM,13.3,,995.7,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,10/14/2020 04:00:00 AM,11.0,,994.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/14/2020 04:00:00 AM,11.56,,993.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,10/14/2020 04:00:00 AM,13.5,,995.5,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/12/2021 10:00:00 PM,23.5,,990.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,06/12/2021 10:00:00 PM,16.5,,991.5,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/12/2021 10:00:00 PM,23.3,,991.8,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/13/2021 12:00:00 AM,23.0,,991.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,06/13/2021 12:00:00 AM,16.0,,992.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/13/2021 12:00:00 AM,22.9,,992.6,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/13/2021 01:00:00 AM,22.9,,991.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,06/13/2021 01:00:00 AM,16.0,,992.6,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2018 10:00:00 PM,14.2,,1002.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 10:00:00 PM,13.5,,1002.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/30/2018 12:00:00 AM,14.5,,1001.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2018 12:00:00 AM,13.28,,1001.4,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/30/2018 04:00:00 AM,13.5,,1001.1,,"Missing critical fields: Measurement ID, Humidity"
